facility,region,specialties,procedures,equipment,capabilities,numberDoctors,capacity
Mwin Tuba Hospital and Colo-Proctology Centre,,"['generalSurgery', 'internalMedicine']","['Offers colorectal surgery', 'Provides internal medicine services']",[],['Operates as Mwin Tuba Hospital and Colo-Proctology Centre Limited'],,
Myeyedr Gh Vision and Eyecare Centre,,['ophthalmology'],[],[],['Provides access to affordable and high quality vision and eyecare services in Ghana'],,
Nadowli District Hospital,,['internalMedicine'],[],[],['Offers internal medicine services'],,
Nagel Memorial Adventist Hospital,,['internalMedicine'],[],[],"['Established in 1999', 'Has 41 patient beds', 'Organizational Unit: South West Ghana Conference', 'Medical Superintendent: Edward Donkoh']",,
Nana Hima Dekyi (Dixcove Government) Hospital,,['internalMedicine'],[],[],"['Offers general healthcare services', 'NHIS accredited']",,
Narozzy Medical Hospital,,"['internalMedicine', 'gynecologyAndObstetrics', 'generalSurgery', 'pathology', 'radiology']","['Provides general medical consultation', 'Provides delivery services', 'Performs minor surgery', 'Provides laboratory services', 'Provides medical imaging/scans']",[],[],,
National Cardiothoracic Centre,,"['cardiology', 'pediatrics', 'generalSurgery']",[],[],"['Is a tertiary referral centre in cardiothoracic and vascular diseases for adult and paediatric patients', 'Launched its 35th anniversary in July 2024']",,
National Cardiothoracic Centre of the Korle Bu Teaching Hospital,,"['cardiology', 'generalSurgery']","['Offers Holter Monitoring', 'Offers Electrocardiogram (ECG) testing', 'Offers 2D Electrocardiogram (ECHO) services', 'Offers Exercise Stress Test', 'Offers Cardiac Consultation']",[],[],,
"National Center for Radiotherapy, Oncology, and Nuclear Medicine",,"['medicalOncology', 'radiology']","['Specializes in gynecologic oncology', 'Specializes in medical oncology', 'Specializes in nuclear medicine and molecular imaging']",[],"['Affiliated with Korle Bu Teaching Hospital, Accra, Ghana', 'Specializes in radiotherapy, oncology, and nuclear medicine']",,
National Nuclear Medicine and Radiotherapy Centre,,"['radiology', 'medicalOncology']",['Performs prostate cancer treatment using Intensity-Modulated Radiation Therapy (IMRT)'],['Uses computer-controlled linear accelerators to deliver IMRT'],['Provides radiotherapy services as part of the hospital'],,
Neighbourhood Hospital,,['internalMedicine'],[],[],[],,
New Abirem Government Hospital,,['internalMedicine'],[],[],[],,
New Crystal Hospital,,"['internalMedicine', 'emergencyMedicine', 'gynecologyAndObstetrics', 'pathology', 'dentistry', 'pediatrics', 'familyMedicine', 'generalSurgery']",['Provides surgical procedures as part of general care'],[],"['Operates 24/7 Emergency Department', 'Offers 24/7 ambulance service', 'Operates seven networked branches in two regions', 'Has 178 qualified doctors', 'Has 864 clinic rooms', 'Recognized by Ghana Club 100 in 2012, 2014, 2015, and 2019', 'Emergency Department operates 24 hours a day, 365 days a year']",,
New Hope Clinic,Western,[],[],[],"['Provides mental health care services', 'Registered on GhanaYello since April 12, 2018']",,
New Legon Medical Centre,Greater Accra Region,"['internalMedicine', 'pathology']","['Offers medical screening services, including free medical screening events']",[],['Provides medical care and laboratory services'],,
New Life Hospital,,"['internalMedicine', 'emergencyMedicine']",[],[],"['New Life Hospital is a private primary hospital.', 'New Life Hospital offers general medical services.', 'New Life Hospital is NHIS accredited.']",,
New Star Ear Centre,,[],['Specializes in audiology and hearing care'],[],['Focuses on otolaryngology'],,
New Vision Dental Clinic - Labadi Palmwine Jtn Branch,,['dentistry'],"['Provides Consultation', 'Provides Dental X-Ray (Periapical) imaging', 'Provides Scaling and Polishing', 'Provides Teeth Whitening', 'Provides Dental Implants', 'Provides Composite Restoration', 'Provides Root Canal Treatment (RCT)', 'Provides Crown or Bridge Recementation', 'Provides Tooth Extraction']",[],"['Offers general, orthodontic and family dentistry', 'Markets itself as a state-of-the-art facility with world-class equipment and comprehensive oral healthcare']",,
New Vision Optical and Eyecare Centre,,['ophthalmology'],"['Specializes in prescribing and fitting lenses to improve vision', 'Diagnoses and treats various eye diseases']",[],"['Operates as a sunglasses and eyewear shop', 'Stocks designer frames']",,
Newlands Medical Centre,,[],[],[],[],,
NewLeaf Hospital,,"['internalMedicine', 'nephrology', 'radiology', 'gynecologyAndObstetrics', 'pediatrics', 'emergencyMedicine']","['Offers dialysis services', 'Provides radiology services', 'Conducts obstetrics and gynecology procedures', 'Delivers pediatric care', 'Offers emergency medicine services']",[],"['Has centers of excellence in Dialysis, Radiology, Obstetrics and Gynecology, Pediatrics, and Accident and Emergency services', 'Functions as a state of the art healthcare institution']",,
Newstar Ear Centre,,[],['Offers free hearing screening on World Hearing Day'],[],"['Specializes in otolaryngology (ENT)', 'Promotes World Hearing Day activities including free hearing screening and hearing aid batteries and other accessories']",,
Newstar Ear Centre Ghana,,['pediatrics'],"['Provides hearing tests for adults and children', 'Performs tympanometry (impedance audiometry)', 'Performs auto acoustic emission tests', 'Performs auditory evoked potential tests', 'Supplies and installs hearing aids', 'Manages ear, nose, and throat conditions (ENT) as part of audiology services', 'Offers industrial audiology services including hearing conservation programs', 'Performs hearing screening for industries', 'Draws and implements hearing conservation programs for churches, industries, etc.', 'Performs noise measurements', 'Audits audiograms']","['Uses LABAT audiological equipment exclusive to Newstar Ear Centre Ghana Ltd, including audiometers, tympanometers, otoacoustic emission devices, and ABR devices']","['Accredited and licensed audiology clinic', 'First private audiology clinic accredited by Health Facility Regulation Authority (HEFRA)', 'Staff includes licensed audiologists and ENT professionals', 'Exclusive distributor of LABAT audiological and ENT equipment']",,
Nk-Salem Medical Centre,,['internalMedicine'],[],['Uses state-of-the-art medical equipment'],"['Markets itself as the most affordable community hospital', 'Offers online booking and reservations', 'Provides delivery services']",,
Nkenkasu District Hospital,,['internalMedicine'],[],[],"['Operates 24/7 (Always open)', 'Offers internal medicine services']",,
Nkonya Community Clinic,Western,['internalMedicine'],[],[],"['Registered with GhanaYello on 12 Apr, 2018', 'Listed in Doctors and Clinics, Community Health Centres, Hospitals, and Medical Clinics categories on GhanaYello']",,
Nkwanta Clinic,,['internalMedicine'],[],[],"['Private clinic located in Western, Prestea Nkwanta, Ghana']",,
Novocare Medical Diagnostics,,"['radiology', 'infectiousDiseases']","['Provides medical screenings for corporate bodies and individuals', 'Conducts World Hepatitis Day Screening events']","['Uses ultrasound imaging equipment', 'Uses X-ray imaging equipment', 'Uses ECG/EKG equipment', 'Has MRI scanner', 'Has CT scanner', 'Has PET scanner', 'Uses bone mineral density (BMD) equipment']","['Offers medical screenings with state of the art equipment', 'Follows international standards of medical practice']",,
Nunana Clinic,,"['orthopedicSurgery', 'gynecologyAndObstetrics', 'ophthalmology', 'pediatrics', 'cardiology', 'nephrology', 'pathology']","['Offers infusion therapy for autoimmune diseases', 'Provides in-house laboratory services', 'Offers mental health support services']",[],"['Multi-specialty healthcare facility', 'Focus on autoimmune rheumatic diseases', 'Offers services in rheumatology, gastroenterology, orthopedic surgery, gynecology and obstetrics, dermatology, physical medicine and rehabilitation, otolaryngology, ophthalmology, pediatrics, cardiology, and pain management', 'Located in Tesano, Accra, Ghana']",,
NunanaClinic,Accra,[],[],[],"['Specializes in autoimmune rheumatic diseases', 'Offers autoimmune rheumatic diseases specialist healthcare services']",,
Nyaho Medical Centre,,"['pediatrics', 'gynecologyAndObstetrics', 'cardiology', 'ophthalmology']",['Offers Covid-19 PCR testing at Nyaho Medical Centre'],[],"['Nyaho Medical Centre has five branches', 'Operates 24/7 at the Main Branch', 'SafeCare Level 4 Healthcare accredited', 'Accredited as a clinical posting center for the West African Postgraduate College of Nurses and Midwives (WAPCNM)', 'Handles over 100,000 patient visits annually']",,
Nyaho Medical Centre - Takoradi Branch,,['internalMedicine'],[],[],"['Nyaho Medical Centre - Takoradi Branch has operated for over 52 years', 'Pioneers collaborative private healthcare in Ghana', 'Focuses on putting patients at the center of all services']",,
Nyaho Medical Centre - Tema Branch,,"['internalMedicine', 'pediatrics']",[],[],"['Operates as an ultra-modern satellite branch of Nyaho Medical Centre', 'Offers a weekend paediatric clinic in Tema every Saturday']",,
Nyame Besa Herbal Clinic,,"['orthopedicSurgery', 'infectiousDiseases']","['Specializes in orthopaedic surgery', 'Provides diabetes management services', 'Offers treatment for hypertension', 'Conducts infertility treatments', 'Performs fibroid treatments', 'Treats skin conditions', 'Manages leg ulcers', 'Provides diabetes foot care', 'Treats urinary tract infections', 'Offers HIV/AIDS management', 'Manages chronic headaches']",[],"['Functions as an urgent primary health care center', 'Specializes in multiple medical fields including orthopaedics and diabetes management']",,
"NYKON Clinic (18 Silicon Avenue, Kentinkrono, Kumasi, Ghana)",Ashanti,['internalMedicine'],"['Provides general internal medicine consultation services', 'Provides rheumatology consultation services']",[],[],,
Nyohini Hospital,,['internalMedicine'],[],[],[],,
Obeyeyie Medical Centre,,"['gynecologyAndObstetrics', 'internalMedicine', 'pediatrics']",[],[],"['Specialists in obstetrics and gynecology (OBGYN), internal medicine, and child health', 'Open 24/7']",,
Obosomase RCH,,[],[],[],['Open 24 hours a day'],,
Obuasi Diagnostic Center,,['pathology'],[],[],"['Obuasi Diagnostic Center is a medical laboratory located opposite Obuasi General Hospital in Obuasi, Ghana', 'Operates under SYNLAB Ghana', 'Provides medical laboratory services', 'Part of SYNLAB Ghana Obuasi Depot']",,
Obuasi RIDGE Hospital,,['internalMedicine'],[],[],"['Established in 2008 as a private clinic', 'Based in Obuasi, Ghana', 'Always open']",,
Ocean-View Eye Care,,['ophthalmology'],[],[],"['Provides affordable and accessible eye care services', 'Serves rural communities in Ghana']",,
"Odorna Medical Centre - No. 13 Ahinakwa Street, Official Street, Adabraka - Accra, Accra, Ghana",Accra,['ophthalmology'],"['Provides eye screening services', 'Offers free eye screening events']",[],"['Operates 24 hours a day', 'Free eye screening offered on February 19, 2024']",,
Offinso Health Centre,,['internalMedicine'],[],[],"['Operates as a hospital', 'Located in Kawkawti, Ashanti Region, Ghana']",,
Offinsoman Pharmacy,,[],[],[],[],,
Oma-Aduro Natural Health Clinic,,['internalMedicine'],"['Provides body checkups', 'Treats all kinds of diseases using natural medicine and therapeutic healing']",[],[],,
Omaaduro Natural Health Centre,Greater Accra Region,['pathology'],"['Provides total health screening on various health issues', 'Performs laboratory test examinations', 'Offers full body physiotherapy massage', 'Provides infrared therapy using infrared machines', 'Offers leg detoxification', 'Offers dieting counseling']","['Uses infrared therapy devices', 'Utilizes laboratory testing equipment (general)']","['Specializes in physical medicine and rehabilitation', 'Focuses on chronic disease prevention and lifestyle medicine', 'Offers pathology services']",,
Omabod Dental & Wellness,,['dentistry'],"['Provides general dentistry services', 'Offers dental surgery']",[],[],,
"One-Heart Medical Center, Lamashegu-off Kumasi Accra road, Tamale, Ghana",,['internalMedicine'],[],[],"['OHMC is a private ultra-modern hospital located in Tamale, Ghana']",,
Onyame Akwan Maternity Home,ASHANTI REGION,['gynecologyAndObstetrics'],[],[],"['Licensed as a provisional maternity home', 'Located in the Ashanti region, Mpatuom, Amansie West', 'Practitioner in-charge is Madam Margaret Bandoh', 'License issued on September 24, 2019', 'License expired on March 23, 2020']",,
